gene	log2fc	qvalue
RP5-944M2.3	0.46656134574246394	0.000121354
NDUFA5P6	0.556277351179942	0.000121354
RP11-407A16.7	0.0044489401032408345	1.0
LINC00943	0.19799745416638095	0.118014
RP11-983C2.1	0.020863287781527205	1.0
RP11-983C2.3	0.0	1.0
RP11-983C2.4	0.0	1.0
RNU1-104P	0.0	1.0
RP11-351O2.1	0.08441196683167766	1.0
RP11-351O2.2	0.0	1.0
RP11-749H20.4	0.0	1.0
LINC00507	0.0	1.0
RP13-653N12.2	0.0032443607533317615	1.0
MIR4419B	0.0	1.0
TMEM132C	1.2682699897765561	0.179931
GLT1D1	2.4218223674310826	0.303095
NLRP9P	0.009328824903120859	1.0
RP11-669N7.2	0.005537617518436883	1.0
RP11-669N7.3	0.0029706081480632544	1.0
RP11-174M13.1	0.0	1.0
RP11-474D1.1	0.0	1.0
RP11-474D1.2	0.0	1.0
FZD10	0.0025762416874660706	1.0
RP11-143E21.6	0.0	1.0
PIWIL1	0.011492146595606842	1.0
RP11-662M24.1	0.009433272711418318	1.0
RP11-989F5.1	-0.031390357254599495	1.0
snoU13	0.0	1.0
RAN	-0.14415026614555748	0.357433
Y_RNA	0.0	1.0
GPR133	-1.0428445382818374	0.000121354
RP11-638F5.1	0.00040684610855716926	1.0
AC092850.1	0.0	1.0
RP13-507P19.1,RP13-507P19.2	0.0	1.0
RNA5SP377	0.0	1.0
RP11-495K9.6	0.0	1.0
RPS6P21	0.0	1.0
SFSWAP	0.1817184964728547	0.258158
MMP17	-1.8693653949929379	0.000121354
RP11-417L19.2	-0.0859207271998157	1.0
ULK1	1.0426633132113434	0.00097974
PUS1	-0.9683002082508174	0.000121354
EP400	0.28630319472078314	0.0451485
EP400NL	0.20889856589457448	0.405637
NOC4L	-0.08641881336374149	0.599563
RP13-977J11.8	1.4740102458544968	0.000121354
RP13-895J2.2,RP13-895J2.3	0.9411873554197939	0.0100895
RP13-895J2.7	0.6826505985622787	0.000121354
RP11-503G7.1	0.0	1.0
RP11-503G7.2	0.11406099454560693	1.0
FBRSL1	1.7268266278014217	0.000121354
P2RX2	0.45541691944355067	0.000121354
PGAM5,PXMP2,RP13-672B3.2	1.425968840078996	0.000121354
RP13-672B3.5	0.04211394444536683	1.0
RPS11P5	0.2589941738368576	0.796617
RP11-46H11.12	0.2426127119819949	0.558336
RP11-46H11.2	0.06151286011224974	1.0
RP11-46H11.3	0.1683016491301117	0.589795
ZNF26	0.3508023767627064	0.0318715
PTP4A1P2	-0.031485679496829795	1.0
ZNF84	1.3056310321909412	0.000121354
ZNF140	0.745292908434247	0.000121354
CTD-2140B24.6	1.1077187566969857	0.000121354
RPL23AP67	0.2744310701957872	0.507853
CTD-2140B24.4,ZNF10,ZNF268	0.4698986249758225	0.0670264
Y_RNA	0.0	1.0
AC215219.1	0.0	1.0
DDX11L8	0.012360256751394587	1.0
FAM138D	-0.003714102455002911	1.0
RP11-598F7.3	0.008729018811540576	1.0
RP11-598F7.4	0.22917453419563832	0.000121354
RP11-598F7.5	0.08116633546358436	1.0
RP11-598F7.6	0.24779928160813033	0.000121354
SLC6A12	0.15793383356625257	0.0296969
SLC6A13	0.19200455918791998	0.00948399
RP11-283I3.6	1.2303793920565842	0.000121354
KDM5A	0.4420111832568397	0.24873
NINJ2	0.3850133918063561	0.00167908
RP11-218M22.2	0.0	1.0
RAD52	-0.35685762249396613	0.569938
RP5-951N9.1	0.016874591691812067	1.0
LINC00942	-0.1061413480546727	0.103984
FBXL14	1.2305834151076755	0.00197191
MIR3649	0.0	1.0
RP11-288K12.1	0.02376537833988928	1.0
RPS4XP14	0.05386968183230947	1.0
CACNA2D4	0.04537196804017642	1.0
LINC00940	0.016670144981800788	1.0
DCP1B	-0.8115554730430766	0.0160641
CACNA1C-AS4	-0.08238746169090451	1.0
CACNA1C-AS3	0.019736847339451972	1.0
CACNA1C-AS2	2.036300491759577	0.131089
CACNA1C-AS1	1.421337437566513	0.000121354
RP11-885B4.1,RP11-885B4.2	0.21327604294645622	0.00235354
CBX3P4	0.17018033534205285	0.302661
RP4-816N1.6,RP4-816N1.7	0.9859618702698058	0.00302234
NRIP2	0.8492974770500213	0.0810982
AC005841.1	0.24129652323648035	0.742603
FOXM1	3.9328087333887507	0.000121354
RNU6-1315P	0.0	1.0
RP11-253E3.1	-0.03915791052537971	1.0
RP11-543P15.1	-0.5438254406821964	0.471238
RP5-1063M23.1	-0.03198493767569009	1.0
RP11-476M19.3	0.04881551926977887	1.0
EFCAB4B	2.1090701463632104	0.108955
PARP11	-0.012851033580491245	0.965058
RP11-320N7.1	-0.003964958725419111	1.0
RP11-264F23.3,RP11-264F23.4	-1.2572882650102468	0.00650496
RP11-264F23.1	-0.19369732048703453	1.0
FGF23	0.010262808821287528	1.0
FGF6	0.023645679701682427	1.0
C12orf4	0.1499360117801146	0.535966
RP11-234B24.5	0.022124460901242125	1.0
AKAP3	0.4201143304029819	0.106628
RP11-234B24.2	0.12211635805340719	0.745374
RP11-234B24.4	0.008343831466958862	1.0
RP11-429A20.2	0.0	1.0
RP11-319E16.1	0.03548202601249856	1.0
RP11-1038A11.2	0.12582453888773884	1.0
ANO2	-0.08776898897805319	0.440456
VWF	0.06923376741829564	0.261237
RP3-454B23.1	-0.06853028567989058	1.0
Y_RNA	0.0	1.0
RP1-96H9.5	0.0	1.0
TNFRSF1A	-3.8720989194529327	0.000121354
SCNN1A	7.746548890298854	0.000121354
RP1-102E24.1	0.0	1.0
CD27-AS1	0.13036280321957497	0.829925
VAMP1	-0.42824281134965764	0.165784
MRPL51	-0.25908867011287684	0.471244
RP5-940J5.3	0.6942344637118568	0.00809962
IFFO1	-1.9122021979353248	0.000121354
NOP2	0.1416773866900816	0.454405
CHD4	0.41598639194178194	0.217129
LPAR5	0.22105435918347954	0.313094
ACRBP	0.9996925688973691	0.000121354
ING4	1.1665706416439825	0.000121354
ZNF384	0.7500445073043099	0.000121354
PIANP	1.7217830462666959	0.000121354
MLF2	-0.7595403240154873	0.00368629
RN7SL380P	0.0	1.0
CDCA3	2.2918593488371237	0.000121354
SPSB2	-0.9578245375745779	0.393846
U47924.31	0.8822908047816466	0.0532987
PHB2	-0.17250299995323873	0.517661
LPCAT3	0.03878074494168504	0.93228
RP3-461F17.2	0.0	1.0
C1R,C1RL	-5.412938395800389	0.000121354
RBP5	0.015062854507331094	0.926543
RP11-273B20.1	-0.04732491286140622	0.933706
RP11-273B20.3	0.01297539748451183	1.0
CD163,CD163L1	-2.3833971954012645	0.000121354
MKI67IPP3	0.0	1.0
APOBEC1	-0.009705114028087155	1.0
GDF3	0.0227867996027647	1.0
CLEC4C	0.0007219776328448501	1.0
Y_RNA	0.0	1.0
Y_RNA	0.0	1.0
SLC2A14	-0.019183141436867897	1.0
RP11-277E18.2	0.0	1.0
SLC2A3	-5.909500962621937	0.000121354
RP11-69M1.1	0.0	1.0
RP11-69M1.4	0.0	1.0
C3AR1	-0.25955101365266026	0.00922826
POU5F1P3	-0.21329939998229608	0.551008
GCSHP4	0.002569069724253533	1.0
RP11-266K4.1	-1.130602448598992	0.318362
FAM90A1	0.4179633312919722	0.000121354
FAM86FP	-1.0735596782842791	0.00623469
ENPP7P5,LINC00937	0.19920291847809787	0.145757
RP11-113C12.8	0.0	1.0
OR7E140P	0.0	1.0
AC092865.2	0.0	1.0
OR7E148P	0.0	1.0
OR7E149P	0.0	1.0
RP11-561P12.2	0.0	1.0
CLEC4E	0.003075128577521989	1.0
RP11-561P12.5	0.0010102281256164707	1.0
AICDA	0.007210373288370456	1.0
MFAP5	-0.4178331330189595	0.000235208
A2ML1-AS1,A2ML1-AS2	0.1262465496045399	0.453485
M6PR	-0.5980343872785788	0.0204599
RP11-259O18.4	0.002846469503277293	1.0
HNRNPA1P34	0.0	1.0
LINC00612	-0.005045567056910558	1.0
A2M	-3.615503361910984	0.000121354
PZP	0.001591107407483592	1.0
A2MP1	0.39742775791054474	0.000121354
SNORA75	0.0	1.0
RP11-22B23.2	1.552033193391968	0.00097974
RP11-599J14.2	0.9000344888915656	0.000121354
DDX12P	2.3751188555331257	0.000121354
RP11-525E9.1	0.0	1.0
KLRB1	0.15058854841585914	1.0
RNU6-700P	0.0	1.0
RP11-705C15.4	0.14010196800628397	1.0
CLECL1	0.006905999476514296	1.0
CD69	-0.03088686018004711	1.0
RP11-75L1.6	0.0	1.0
CLEC2B	-3.259744898834398	0.000346823
CLEC2A	-0.0004890580463541258	1.0
AC091814.2	0.03359778832072576	1.0
AC091814.3	0.0	1.0
CLEC1B	0.03514584850543939	1.0
RP11-133L14.5	-0.001098505595057576	1.0
CLEC1A	0.13448230159950822	0.206762
CLEC7A	1.4025611868383923	0.105517
OLR1	-5.125065138743099	0.000121354
RP11-656E20.5	-1.9464916494908207	0.355297
RP11-277P12.10	-0.00965213733385714	1.0
RP11-277P12.9	0.006503165531488998	1.0
KLRC4,KLRC4-KLRK1,KLRK1	-0.04796896120544966	1.0
KLRC1,KLRC2,KLRC3,NKG2-E	0.00805073013588524	1.0
SLC25A39P2	0.0	1.0
KLRAP1	0.19081462862988435	0.342487
MAGOHB	0.43557626155943996	0.0093156
STYK1	1.8579027719617822	0.000121354
YBX3	-5.370382720300376	0.000121354
TAS2R7	0.017660988145490414	1.0
TAS2R8	0.0036608297659159747	1.0
TAS2R9	0.01959531828902152	1.0
PRH1,PRR4,TAS2R10,TAS2R13,TAS2R14,TAS2R19,TAS2R20,TAS2R30,TAS2R31,TAS2R43,TAS2R46,TAS2R50	0.5369174049062183	0.210635
TAS2R67P	0.3289912050445625	0.0299318
TAS2R42	0.036375322942353454	1.0
RP11-144O23.20	0.0	1.0
PRB3	0.401168777656825	0.0315728
PRB4	0.007435607720997149	1.0
PRB1,PRB2	-0.11986825738930144	0.213955
RP11-434C1.2	-0.0037700686783626466	1.0
LRP6	-0.3993794585471174	0.148358
RNU6-1295P	0.0	1.0
MANSC1	1.2146184334037278	0.000121354
LOH12CR2	0.8007168225767185	0.000121354
RP11-253I19.4	0.04421797740062574	1.0
DUSP16	1.2731283147707915	0.000121354
RP11-158N24.1	0.0	1.0
RP11-180M15.5	-0.018030317426226555	1.0
GPR19	2.2344809134636896	0.00461069
RP11-180M15.4	0.1565079373574549	1.0
RP11-59H1.4	0.0895666554851784	1.0
RP11-59H1.1	0.06943820970916405	1.0
GPRC5D	0.6473363514610938	0.173563
HEBP1	-2.907799852348202	0.000121354
RP11-377D9.1	0.03892046380267816	1.0
GSG1	-2.067805123605355	0.000121354
C12orf36	-0.07878272321035189	1.0
RNA5SP353	0.0	1.0
RNU6-590P	0.0	1.0
GRIN2B	-0.0011705536258802653	1.0
RNU6-491P	0.0	1.0
RPL30P11	-0.00031707428081371926	1.0
PLBD1	0.06396571674001128	0.843733
GUCY2C	0.01036056243211565	1.0
RP11-174G6.5	0.6680985924132185	0.000121354
HIST4H4	0.364227446504887	0.0957108
WBP11	0.6257394760326631	0.000121354
SMCO3	0.020452204649833952	1.0
ART4	0.02707269074174854	1.0
MGP	0.420255332210544	0.270709
ERP27	0.10439414724975228	1.0
ARHGDIB	-0.889955820066741	0.000235208
RERG	2.385986650550784	0.000121354
EPS8	-1.7671324034836204	0.000121354
RP11-674J14.3	0.014011079583694016	1.0
SLC15A5	-0.057185363496065886	1.0
RP11-473N11.2	-0.011636421871157104	1.0
AC007528.1	0.0	1.0
LMO3	1.4992831417675332	0.000562704
RNU6-837P	0.0	1.0
PSMC1P8	0.0	1.0
RP11-871F6.3	0.0035960053754397463	1.0
RERGL	0.12305575582595518	0.421246
RP11-459D22.2	0.0	1.0
PLCZ1	0.013870794632736732	1.0
RP11-282K24.2	0.06018936278532113	1.0
RN7SL459P	0.0	1.0
RP11-841C19.4	0.0	1.0
RNU6-254P	0.0	1.0
EEF1A1P4	0.006589399122068689	1.0
CTC-465D4.1	-0.000922090204306778	1.0
RP11-284H19.1	-0.0033968916646395135	1.0
UBE2L2	0.0	1.0
SLCO1A2	1.8622081318186983	0.000121354
TCEB1P31	0.04809860140071349	1.0
RECQL	0.35202410052868305	0.0403273
GYS2	0.22503475752856106	0.0502375
LDHB	-0.6962699649786753	0.000121354
KCNJ8	-1.1536366720453384	0.135575
ABCC9	-0.555363812923571	0.000121354
ST8SIA1	-0.0297888751357295	0.755572
C2CD5	2.2230048630660417	0.000121354
RP11-268P4.4	0.08861833254917029	1.0
RP11-686N4.1	0.0	1.0
RP11-153K16.2	0.6342835571443314	0.108757
SOX5	-0.04202618592735555	0.8599
RP11-444D3.1	-0.6657496583453878	0.0505364
LINC00477	0.003421756698511133	1.0
BCAT1	-4.945045962720485	0.000121354
RP11-662I13.1	0.0	1.0
C12orf77	0.0	1.0
RP11-713N11.3	0.0	1.0
RP11-713N11.4	0.0	1.0
CASC1	-0.06134934472514343	0.563438
KRAS	-0.9329878158330632	0.000121354
RNU4-67P	0.0	1.0
IFLTD1	-0.23751148034163422	0.000121354
RN7SKP262	0.0	1.0
RP11-443N24.2	0.03930881917200105	1.0
RP11-443N24.3	0.0	1.0
RP11-443N24.4	0.0	1.0
RASSF8-AS1	-2.510135806322538	0.000121354
BHLHE41	-0.7645589120292673	0.182462
RP11-283G6.4,RP11-283G6.5,RP11-612B6.2	-0.8832046123065616	0.11749
ITPR2	0.3567241952297446	0.0212003
ASUN	-1.055994141169919	0.000121354
TM7SF3	0.5534671853537897	0.118602
C12orf71	0.08861237328092833	0.179344
RP11-582E3.5	0.0	1.0
RP11-582E3.2	0.0008974810567404917	1.0
RP11-165P7.1	-0.111272725172515	0.0681873
RP11-709A23.1	0.0013474520585351438	1.0
RP11-709A23.2	0.0	1.0
RP11-1060J15.3	0.0	1.0
RP11-1060J15.4	-1.170281357370646	0.000121354
MANSC4	-0.07111141710561796	1.0
RP11-860B13.1	0.03807081561299374	0.881697
RP11-860B13.3	-0.6473136135137866	0.146038
RN7SKP15	0.0	1.0
RP11-993B23.1	0.0	1.0
PTHLH	-0.3831351440538468	0.213811
RP11-967K21.1	-0.3128293422860189	0.575046
RNU4-54P	0.0	1.0
RP11-874G11.1	-0.1191581373666793	1.0
RP11-977P2.1	0.0	1.0
AC012150.1	0.0	1.0
RP11-946L16.1	0.008587385104872126	1.0
RP11-996F15.2	-0.3772109499929805	0.246539
ERGIC2	-1.3151272152992102	0.000121354
OVCH1	-0.3046275117778414	0.00235354
TMTC1	-4.166566888706589	0.000121354
RP11-776A13.3	0.000715337330775147	1.0
RNA5SP356	0.0	1.0
IPO8	-0.11853965934340775	0.614872
CAPRIN2	-0.7528993977185532	0.000235208
RP11-551L14.4	0.6799114774788991	0.313413
DDX11-AS1	2.099769637097204	0.00461069
SNORA75	0.45771615281173633	1.0
RP11-551L14.7	0.9362655990255885	0.274931
RP11-551L14.1	5.773842699896737	0.000121354
RP11-627K11.1	0.3895238606603245	0.000121354
RP11-627K11.4	0.0	1.0
FAM60A	1.908069842850232	0.000121354
RP11-771K4.1	0.18798685792351616	0.000121354
DENND5B	0.18635149882408622	0.312676
RNU5F-4P	0.0	1.0
RPL31P50	0.25552127818802	0.177294
AK4P3	0.8050298983641627	0.000121354
AMN1	0.9398902546898316	0.000121354
RP11-467L13.4	0.0	1.0
H3F3C	0.01854815106067741	1.0
RNU6-1069P	0.0	1.0
RP11-428G5.4	0.0	1.0
RP11-428G5.5	0.001156211546170744	1.0
AC023050.1	0.0	1.0
RP11-843B15.3	0.0	1.0
RP11-843B15.2	0.008769294536517808	1.0
RP11-956A19.1	0.0	1.0
Y_RNA	0.0	1.0
RNU6-494P	0.0	1.0
RP11-278C7.2	0.20422965788535896	0.590782
Y_RNA	0.0	1.0
RP11-278C7.1	0.23175999332117922	0.570549
YARS2	-0.8401553001797105	0.105966
PKP2	2.6316716895448256	0.000121354
AC026357.1	0.0	1.0
SNORD112	0.0	1.0
SYT10	1.6433898353705774	0.000121354
RNU6-472P	0.0	1.0
Y_RNA	0.0	1.0
RP11-847H18.2	0.3595664090592822	0.000121354
TUBB8P4	0.03203297493845656	1.0
RP11-313F23.4	1.2430840860108625	0.000121354
RP11-125N22.4	0.3395364943451838	0.000346823
RP11-125N22.3	0.3668900871340263	0.00470167
RP11-297L6.2	0.0	1.0
RNA5SP358	0.0	1.0
RNA5SP359	0.0	1.0
RP11-266O15.4	0.0	1.0
RP11-266O15.3	0.0	1.0
Y_RNA	0.0	1.0
AC117372.1	0.0	1.0
RP11-804F13.2	0.0	1.0
RP11-804F13.1	0.001976903599316297	1.0
CPNE8	0.08468381120391341	1.0
AC067735.1	0.0	1.0
RP11-554L12.3	0.0	1.0
RP11-554L12.2	0.0	1.0
RP11-554L12.1	0.0	1.0
KIF21A	2.9296809219300637	0.000121354
RP11-242C24.2	0.0	1.0
RP11-242C24.3	0.0	1.0
ABCD2	0.020469518735073012	1.0
SLC2A13	-0.8260634342372973	0.000121354
RP11-476D10.1	-0.008070930102054757	1.0
AC079630.4	0.0006104871636524835	1.0
RP11-115F18.1	0.0011164115388617964	1.0
RNU6-713P	0.0	1.0
RP11-413B19.2	0.01395269632361195	1.0
MTND2P17	0.0	1.0
MTND1P24	0.0	1.0
RP11-630C16.2	0.08919439359176742	1.0
RP11-440G2.2	0.06357473012975463	1.0
GXYLT1	-1.2376293452811509	0.000121354
YAF2	-0.7189397619187817	0.00349747
ZCRB1	-0.8511828692915775	0.0132166
SNORA74	0.0	1.0
RP11-328C8.2	-0.02033728696843484	1.0
PRICKLE1	-2.9084927943332493	0.000235208
RP11-609L23.1	-0.0024833796905024516	1.0
RP11-25I15.1	0.0	1.0
RP11-510P12.1	0.0	1.0
RP11-547C5.2	-0.0015058491277064173	1.0
MRPS36P5	0.0	1.0
AC079603.1	0.0	1.0
ADAMTS20	1.1609246544946086	0.000121354
RP11-73B8.1	0.05648975014088446	1.0
RP11-73B8.2	0.0	1.0
RP11-350F4.2	-0.4087964603329112	0.000121354
PUS7L	-0.6533131704351248	0.000346823
TWF1	-2.0103227593194197	0.000121354
RP11-624G19.1	0.0	1.0
RP11-46I1.1	-0.07052037878177561	1.0
NELL2	3.6487275654904527	0.103954
DBX2	0.02477412038857302	1.0
RP11-478B9.3	0.029699527566030302	1.0
PLEKHA8P1	0.49394995602927944	0.476103
RP11-352M15.1	0.003200711205274109	1.0
LINC00938	1.5768116757355772	0.000121354
KNOP1P2	0.09354111136900732	1.0
SCAF11	-0.9654622820638085	0.00128192
RP11-101K23.1	0.0	1.0
SLC38A1	-0.9490866533508304	0.000121354
SLC38A2	-3.3155460232683303	0.000121354
RP11-474P2.4	-0.4336279870940113	0.0418035
RP11-66E20.2	0.0	1.0
SLC38A4	-2.6292799675327383	0.000121354
AMIGO2	-0.4739141222746392	0.0010811
RP11-23J18.1	-0.08315621844799116	1.0
PCED1B-AS1	-0.04605733157835113	1.0
RP11-493L12.3	0.02415627254784064	1.0
RP11-493L12.6	0.0	1.0
SNORA64	0.0	1.0
MIR4494	0.0	1.0
RPAP3	-0.4300935711018552	0.0493775
ENDOU	0.019053140362318192	1.0
RAPGEF3	-1.056185279856996	0.00128192
HDAC7	-0.8376976115230896	0.00263888
VDR	-2.510819767412129	0.000121354
COL2A1	1.6514050135965026	0.109521
RP1-228P16.3	0.0	1.0
RP1-228P16.5	0.03838659255173009	1.0
SENP1	1.1414849298365795	0.000121354
ASB8	0.39342367211490425	0.0473402
OR10AD1	-0.013320359550590879	1.0
RP11-370I10.2	-0.00037774913496005385	1.0
RP11-370I10.4	0.0	1.0
ZNF641	0.6375198239523451	0.0105947
OR5BK1P	0.15071985455009962	0.708663
OR5BT1P	0.013379167107781835	1.0
OR5BJ1P	0.0	1.0
OR8S21P	0.0	1.0
OR8T1P	-0.0645326478418534	1.0
RP11-722P11.4	0.010594721872542344	1.0
LALBA	0.05007410181525856	1.0
KANSL2	0.65184972545244	0.0010811
CCNT1	0.38912249956008405	0.0230573
ADCY6	-1.5746744180286236	0.000121354
RP11-579D7.8	-0.5684952498753777	0.000121354
DDX23	0.7781519648841579	0.000121354
RND1	0.9255904547937139	0.00225858
RNU6-600P	0.0	1.0
AC073610.5,ARF3,FKBP11,RP11-302B13.5	-1.004313013362033	0.000121354
snoU13	0.0	1.0
WNT10B	0.21029551612504335	0.127546
DDN	0.43096529562532176	0.34843
KMT2D,PRKAG1	-0.4790390471299365	0.0801337
RHEBL1	1.0285614930420606	0.000121354
DHH	0.03182357250507687	1.0
LMBR1L	-0.29839999587545624	0.264773
TUBA1B	0.6916261391371855	0.000121354
Y_RNA	0.0	1.0
TUBA1A	1.1502094167844783	0.000121354
RP11-977B10.2	0.6527329648275142	0.295531
RP11-161H23.5	-2.11444080416971	0.0502375
RP11-161H23.9	0.01547930009037202	1.0
C1QL4	0.7387894365563709	0.000121354
RP11-161H23.8	0.23112392874537097	1.0
MCRS1	0.16968365837814586	0.390943
RP11-133N21.10	0.2306750653314112	0.582202
FAM186B	0.27873826143782765	0.313112
FMNL3	-1.0010056554921154	0.0302512
NCKAP5L	-1.1415134388981378	0.000121354
BCDIN3D	-0.2604359545774097	0.498652
FAIM2	1.1760586203475123	0.000235208
RP11-70F11.11	0.18922110948409976	1.0
RP11-469H8.6,RP11-469H8.8	0.04545862783168877	1.0
RACGAP1	2.827207706667847	0.000121354
CERS5	-1.3258336806817654	0.000121354
LIMA1	-2.103137707529916	0.000121354
AC008147.2	0.0	1.0
AC008147.1	0.0	1.0
AC140061.9	0.0	1.0
AC140061.7	0.0	1.0
AC140061.6	0.0	1.0
AC140061.4	0.0	1.0
AC140061.3	0.0	1.0
FAM186A	-0.010961802834908007	1.0
RP11-60E8.4	0.0	1.0
RN7SL519P	0.0	1.0
RP11-60E8.3	0.0	1.0
Y_RNA	0.0	1.0
RP11-407N8.4	-0.680056949581396	0.000455461
SLC11A2	-0.47246479666062263	0.0354675
CSRNP2	-0.5358899049281209	0.00292786
TFCP2	-0.6244318363851185	0.000121354
POU6F1	0.34373863885385625	0.398877
SMAGP	-1.7223219435904829	0.00263888
BIN2	0.005976296053936355	1.0
CELA1	0.019112435074029654	1.0
GALNT6	-1.329109940078867	0.000121354
RP11-607P23.1	-0.006549646754333143	1.0
HNRNPA3P10	0.04536826464484587	1.0
RP11-923I11.3	-0.32943122038367306	0.667607
RP11-923I11.7	0.514179841934852	0.000121354
RP11-1100L3.8	0.6105937837770667	0.0677902
RP11-1100L3.7	-1.189563902682468	0.000121354
RP1-288H2.2	0.4850094157263465	0.0507584
AC078864.1	0.0	1.0
KRT80	1.0073685782489006	0.000121354
C12orf80	0.06023848485929237	1.0
METTL7AP1	0.0	1.0
RP3-416H24.1	1.5689775204151506	0.000235208
KRT121P	0.140414149823084	1.0
RP11-845M18.7	0.036302291655403586	1.0
KRT81	1.9676725287684418	0.11418
RP11-845M18.6	1.3457781744335104	0.0585604
KRT83	0.6693098326138653	0.000121354
KRT85	0.019039154281348235	1.0
KRT84	0.0	1.0
KRT82	0.0064239054459417095	1.0
KRT124P	0.0	1.0
KRT75	0.048894317450530585	1.0
KRT6B	0.08753466870242667	1.0
KRT6C	0.024691866363429005	1.0
KRT6A	0.6584783994936859	0.000121354
KRT5	0.3957549076758561	0.000121354
KRT71	0.017017963438561587	1.0
KRT74	0.13681676863510017	1.0
KRT72	0.016037836585951627	1.0
KRT73	0.02017061634680971	1.0
KRT128P	0.0	1.0
KRT2	0.006732041935982817	1.0
KRT1	0.016579898225978183	1.0
KRT77	0.0	1.0
KRT126P	0.0	1.0
KRT125P	0.0	1.0
RP11-641A6.8	0.0	1.0
KRT127P	0.0	1.0
KRT76	0.004921012539637879	1.0
KRT3	0.03773798433679609	1.0
KRT4	-0.010349981777817709	0.918065
KRT79	-0.06827430376466931	1.0
KRT78	0.20089476111518545	0.000121354
KRT8	2.940837010761134	0.000121354
AC107016.1	-0.3544483063660689	0.846705
RP11-983P16.4	-0.8787439993904903	0.000121354
SPRYD3	-2.111508406521798	0.000121354
RNU6-333P	0.0	1.0
CSAD	-0.753979632329714	0.0523404
ITGB7	-0.29643736755422306	0.233847
RARG	-3.0342235896267886	0.000121354
RP11-680A11.5	-1.8329939962312172	0.00206699
AAAS	0.09136269199381929	0.599438
SP7	0.02287242832282672	1.0
MAP3K12	-1.489744389078024	0.00650496
RP11-793H13.11	0.582985220526392	0.277666
ATF7,NPFF,RP11-793H13.10	-0.41615919985858996	0.315774
ATP5G2	-0.7954745920007485	0.000121354
CALCOCO1	-1.3256235429556087	0.000121354
RP11-686F15.3	0.013320252320098178	1.0
HOXC-AS5	0.0	1.0
HOTAIR	0.04378221696495351	1.0
HOXC-AS3	0.020064623927663682	1.0
HOXC-AS2	0.19946104551424354	0.103947
HOXC-AS1	0.6838705768518505	0.0924443
RP11-834C11.7	0.025554591137812728	1.0
RP11-834C11.5	0.03800295435311131	1.0
RP11-834C11.11	0.11852668983945906	1.0
RP11-834C11.10	0.0528723717064153	1.0
SMUG1	-0.22364880935439893	0.339045
CBX5	1.446290099832419	0.000121354
NFE2	0.10036405957213487	1.0
RNU6-950P	0.0	1.0
GPR84	0.12949950107883737	1.0
ZNF385A	1.8610488281008963	0.0243139
ITGA5	-6.885206207994928	0.000121354
GTSF1	-0.000730487949506633	1.0
RP11-1049A21.2	0.06213207605908203	1.0
PPP1R1A	0.09542068807206537	1.0
GLYCAM1	0.0	1.0
LACRT	0.0	1.0
DCD	0.0	1.0
VDAC1P5	0.0	1.0
TESPA1	0.049548037955377454	1.0
RP11-616L12.4	0.009148176990345331	1.0
OR10U1P	0.0	1.0
OR6C6	0.0	1.0
OR6C71P	0.0	1.0
PHC1P1	0.10793345393043176	0.444961
OR6C70	0.0006001498646764391	1.0
RP11-644F5.16	0.000761675163652376	1.0
RP11-644F5.17	-0.4292785148554907	1.0
ITGA7	0.6020375940324304	0.0266389
CD63	-4.40277460069398	0.000121354
RP11-644F5.12	0.30649090597881207	0.0176245
DNAJC14,RP11-762I7.5,SARNP	-0.5599841441068777	0.0116175
MMP19	-2.9989894683348743	0.00118278
OLA1P3	0.0	1.0
WIBG	-0.06882256173682282	0.848659
PMEL	1.3054097819681207	0.00340082
RP11-603J24.7	0.1640493039732368	0.674401
RP11-603J24.4	-0.07783671071174221	0.416298
RP11-603J24.17	-0.5549837596585745	0.483727
RP11-603J24.5,RP11-603J24.6	-0.32281181672167897	0.455596
RP11-603J24.14	0.0853361730220605	1.0
SMARCC2	0.19078700737272813	0.581905
RNF41	-1.6654320593833536	0.000121354
ANKRD52	-1.0023640508390474	0.000121354
RP11-977G19.14	0.80054937872114	0.0010811
CNPY2,CS,PAN2,RP11-977G19.10	-0.07660567022080743	0.749307
STAT2	-2.1146468863639756	0.000121354
APOF	0.02130303975040739	1.0
RP11-348M3.2	0.007890239388788687	1.0
TIMELESS	2.7495483857559857	0.000121354
MIP	0.04598325411488873	1.0
GLS2	2.688070107693027	0.000121354
BAZ2A	0.143471098924289	0.653701
ATP5B	-0.8303644181102053	0.000121354
PTGES3	0.05082353481546469	0.736437
NACA,PRIM1	-1.5093243523385156	0.000121354
SDR9C7	0.016522451438848132	1.0
RDH16	0.03699069759604815	1.0
ZBTB39	0.9899236149504945	0.000121354
MYO1A,TAC3	2.2657641457046513	0.000121354
TMEM194A	1.2917737138848437	0.000121354
STAT6	-2.16196519568622	0.000121354
RP11-545N8.3	-2.1218074778690976	0.122101
NDUFA4L2	1.727822546184286	0.138011
R3HDM2,RP11-123K3.4,STAC3	-0.04100779304542681	0.887903
ARHGAP9	0.6616637793005391	0.138175
DDIT3	-2.2694248133732473	0.000346823
DCTN2	-0.7671112446552564	0.00118278
AC025165.8	0.38176039941141415	0.173381
B4GALNT1	2.5288295392825884	0.000121354
snoU13	0.0	1.0
RP11-571M6.7	-1.9523573216084185	0.000121354
AGAP2	2.0668899143405213	0.00415286
CDK4	-0.03485345322166118	0.856205
